Phrase,Frequency
العذاب الشديد,2
يا قوم إن,2
أكون من المسلمين,2
عاقبة المنذرين,2
وأمرت أن أكون من المسلمين,2
أن أكون من المسلمين,2
إن الذين يفترون على الله الكذب لا يفلحون,2
الذين يفترون على الله الكذب لا يفلحون,2
على الله الكذب لا يفلحون,2
يفترون على الله الكذب لا,2
إن الذين يفترون على الله,2
إن الذين يفترون على الله الكذب,2
الذين يفترون على الله الكذب لا,2
إن الذين يفترون على الله الكذب لا,2
يفترون على الله الكذب لا يفلحون,2
كان عاقبة المنذرين,2
كيف كان عاقبة المنذرين,2
إلى قومهم فجاءوهم بالبينات,2
رسلا إلى قومهم فجاءوهم,2
قومهم فجاءوهم بالبينات,2
رسلا إلى قومهم فجاءوهم بالبينات,2
فلما جاءهم الحق,2
الحق من عندنا,2
جاءهم الحق من,2
إلى قومهم فجاءوهم,2
رسلا إلى قومهم,2
ومن معه في الفلك,2
ومن معه في,2
فانظر كيف كان عاقبة المنذرين,2
به من قبل,2
رسلا إلى,2
فجاءوهم بالبينات,2
قومهم فجاءوهم,2
الله الكذب لا يفلحون,2
على الله الكذب لا,2
والنهار مبصرا إن في,2
مبصرا إن في,2
إن في ذلك لآيات لقوم يسمعون,2
مبصرا إن في ذلك,2
فيه والنهار مبصرا إن في,2
مبصرا إن في ذلك لآيات,2
والنهار مبصرا إن في ذلك,2
في ذلك لآيات لقوم يسمعون,2
ذلك لآيات لقوم يسمعون,2
الذي جعل لكم الليل لتسكنوا فيه والنهار مبصرا,2
لكم الليل لتسكنوا فيه والنهار مبصرا إن,2
جعل لكم الليل لتسكنوا فيه والنهار مبصرا,2
جعل لكم الليل لتسكنوا فيه والنهار مبصرا إن,2
الذي جعل لكم الليل لتسكنوا فيه والنهار مبصرا إن,2
لآيات لقوم يسمعون,2
لقوم يسمعون,2
فيه والنهار مبصرا إن في ذلك,2
والنهار مبصرا إن في ذلك لآيات,2
لا يفلحون,2
الكذب لا,2
قالوا اتخذ الله ولدا,2
إن الذين يفترون,2
الله الكذب لا,2
إن الذين يفترون على,2
الكذب لا يفلحون,2
قالوا اتخذ الله,2
قالوا اتخذ,2
والنهار مبصرا إن في ذلك لآيات لقوم,2
فيه والنهار مبصرا إن في ذلك لآيات,2
مبصرا إن في ذلك لآيات لقوم,2
فيه والنهار مبصرا إن في ذلك لآيات لقوم,2
سبحانه هو,2
في الأرض إن,2
الأرض إن,2
السنين والحساب,2
عدد السنين,2
الذين لا يؤمنون بالله,2
قاتلوا الذين,2
وهم صاغرون,2
ما حرم الله,2
كفروا من قبل,2
قاتلهم الله أنى,2
قاتلهم الله,2
الذين كفروا من قبل,2
الآخر ولا,2
هذا وإن,2
على رسوله وعلى المؤمنين,2
سكينته على رسوله وعلى,2
الله سكينته على رسوله,2
الله سكينته على رسوله وعلى,2
سكينته على رسوله وعلى المؤمنين,2
لم تروها,2
الله سكينته على رسوله وعلى المؤمنين,2
الله أنى يؤفكون,2
قاتلهم الله أنى يؤفكون,2
الدين كله ولو,2
كره المشركون,2
كله ولو,2
كله ولو كره,2
ولو كره المشركون,2
الدين كله ولو كره,2
على الدين كله ولو,2
نوره ولو كره الكافرون,2
نوره ولو كره,2
إلا ليعبدوا,2
أمروا إلا,2
وما أمروا,2
وما أمروا إلا,2
أمروا إلا ليعبدوا,2
نوره ولو,2
وما أمروا إلا ليعبدوا,2
رسوله وعلى المؤمنين,2
على رسوله وعلى,2
فإخوانكم في,2
إلا ولا ذمة,2
ولا ذمة,2
فإخوانكم في الدين,2
لهم لعلهم,2
ويتوب الله على,2
ويتوب الله,2
نكثوا أيمانهم,2
إلا ولا,2
يظهروا عليكم,2
تابوا وأقاموا الصلاة وآتوا الزكاة,2
فإن تابوا وأقاموا الصلاة وآتوا,2
تابوا وأقاموا الصلاة وآتوا,2
فإن تابوا وأقاموا الصلاة وآتوا الزكاة,2
الله وعند,2
عليكم لا,2
عند الله وعند,2
أولئك حبطت,2
أولئك حبطت أعمالهم,2
سكينته على,2
الأرض بما رحبت,2
بما رحبت,2
رسوله وعلى,2
وعلى المؤمنين,2
سكينته على رسوله,2
الله سكينته على,2
الأرض بما,2
قل إن كان,2
الله والله لا يهدي,2
الله والله لا,2
أن يكونوا,2
الله والله لا يهدي القوم,2
الله والله لا يهدي القوم الظالمين,2
إن الله عنده,2
لا يستوون,2
كله ولو كره المشركون,2
ليظهره على الدين كله ولو,2
مع القاعدين,2
أن يجاهدوا بأموالهم وأنفسهم,2
يجاهدوا بأموالهم وأنفسهم,2
فيكم ما,2
حتى جاء,2
لمحيطة بالكافرين,2
جهنم لمحيطة,2
وهم كارهون,2
أن يجاهدوا بأموالهم,2
يجاهدوا بأموالهم,2
فأنزل الله,2
قوما غيركم ولا,2
غيركم ولا,2
فأنزل الله سكينته,2
الله ذلكم,2
أن يجاهدوا,2
الذين يؤمنون بالله,2
وإن جهنم لمحيطة,2
جهنم لمحيطة بالكافرين,2
الدنيا وتزهق,2
إنما يريد الله,2
ولا ينفقون,2
وتزهق أنفسهم,2
أنفسهم وهم,2
وتزهق أنفسهم وهم,2
الدنيا وتزهق أنفسهم,2
إلا وهم,2
ولا يأتون,2
أن يصيبكم,2
بعذاب من,2
وإن جهنم لمحيطة بالكافرين,2
طوعا أو,2
أو كرها,2
إنكم كنتم,2
طوعا أو كرها,2
يعذبكم عذابا أليما,2
يعذبكم عذابا,2
رسوله بالهدى ودين الحق ليظهره على الدين كله ولو,2
الحق ليظهره على الدين كله ولو كره المشركون,2
ودين الحق ليظهره على الدين كله ولو كره,2
بالهدى ودين الحق ليظهره على الدين كله ولو كره,2
ودين الحق ليظهره على الدين كله ولو كره المشركون,2
رسوله بالهدى ودين الحق ليظهره على الدين كله ولو كره,2
أرسل رسوله بالهدى ودين الحق ليظهره على الدين كله ولو,2
بالهدى ودين الحق ليظهره على الدين كله ولو,2
ليظهره على الدين كله ولو كره المشركون,2
الحق ليظهره على الدين كله ولو,2
الدين كله ولو كره المشركون,2
على الدين كله ولو كره,2
ليظهره على الدين كله ولو كره,2
على الدين كله ولو كره المشركون,2
الحق ليظهره على الدين كله ولو كره,2
ودين الحق ليظهره على الدين كله ولو,2
بالهدى ودين الحق ليظهره على الدين كله ولو كره المشركون,2
الذي أرسل رسوله بالهدى ودين الحق ليظهره على الدين كله ولو,2
الدنيا في الآخرة,2
الحياة الدنيا في,2
الدنيا في,2
الحياة الدنيا في الآخرة,2
الدنيا في الآخرة إلا,2
لكم إذا,2
الحياة الدنيا في الآخرة إلا,2
قيل لكم,2
هو الذي أرسل رسوله بالهدى ودين الحق ليظهره على الدين كله ولو كره المشركون,2
هو الذي أرسل رسوله بالهدى ودين الحق ليظهره على الدين كله ولو,2
رسوله بالهدى ودين الحق ليظهره على الدين كله ولو كره المشركون,2
أرسل رسوله بالهدى ودين الحق ليظهره على الدين كله ولو كره,2
الذي أرسل رسوله بالهدى ودين الحق ليظهره على الدين كله ولو كره,2
أرسل رسوله بالهدى ودين الحق ليظهره على الدين كله ولو كره المشركون,2
الذي أرسل رسوله بالهدى ودين الحق ليظهره على الدين كله ولو كره المشركون,2
هو الذي أرسل رسوله بالهدى ودين الحق ليظهره على الدين كله ولو كره,2
فإن تابوا وأقاموا الصلاة,2
تابوا وأقاموا الصلاة,2
إنهم لا,2
على سواء,2
منهم ثم,2
من قوة,2
ما استطعتم,2
وإن يريدوا,2
على الله إنه,2
الله إنه هو,2
كانوا ظالمين,2
حتى يغيروا ما بأنفسهم,2
حتى يغيروا,2
قوي شديد العقاب,2
قوي شديد,2
يغيروا ما,2
ما بأنفسهم,2
يغيروا ما بأنفسهم,2
حتى يغيروا ما,2
حسبك الله,2
اتبعك من المؤمنين,2
ويغفر لكم والله غفور رحيم,2
ويغفر لكم والله غفور,2
أن فيكم,2
لمن في,2
وجاهدوا بأموالهم,2
وجاهدوا بأموالهم وأنفسهم في,2
وجاهدوا بأموالهم وأنفسهم,2
يغلبوا مائتين وإن يكن منكم,2
مائتين وإن يكن منكم,2
يكن منكم,2
مائتين وإن,2
يغلبوا مائتين,2
يغلبوا مائتين وإن,2
مائتين وإن يكن,2
يغلبوا مائتين وإن يكن,2
وإن يكن منكم,2
وذوقوا عذاب الحريق,2
الملائكة يضربون وجوههم وأدبارهم,2
الله أمرا كان مفعولا,2
ليقضي الله أمرا كان,2
أمرا كان مفعولا,2
ليقضي الله أمرا كان مفعولا,2
كثيرا لعلكم,2
كثيرا لعلكم تفلحون,2
الله كثيرا لعلكم,2
واذكروا الله كثيرا,2
الله أمرا كان,2
ليقضي الله أمرا,2
أسفل منكم,2
إن كنتم آمنتم بالله,2
كنتم آمنتم بالله,2
ليقضي الله,2
الله أمرا,2
كان مفعولا,2
أمرا كان,2
واذكروا الله كثيرا لعلكم,2
الله كثيرا لعلكم تفلحون,2
الملائكة يضربون,2
يقول المنافقون والذين في قلوبهم مرض,2
يقول المنافقون والذين في قلوبهم,2
يضربون وجوههم,2
وجوههم وأدبارهم,2
يضربون وجوههم وأدبارهم,2
الملائكة يضربون وجوههم,2
يقول المنافقون والذين في,2
يقول المنافقون والذين,2
ومن يتوكل,2
زين لهم,2
واذكروا الله كثيرا لعلكم تفلحون,2
يتوكل على,2
ومن يتوكل على,2
ومن يتوكل على الله,2
يتوكل على الله,2
وجاهدوا بأموالهم وأنفسهم في سبيل,2
وجاهدوا بأموالهم وأنفسهم في سبيل الله,2
بعضهم أولى ببعض في كتاب الله,2
الأرحام بعضهم أولى ببعض في كتاب,2
وأولو الأرحام بعضهم أولى ببعض في,2
وأولو الأرحام بعضهم أولى ببعض في كتاب,2
الأرحام بعضهم أولى ببعض في كتاب الله,2
الذين عاهدتم من,2
عاهدتم من,2
وأولو الأرحام بعضهم أولى ببعض في كتاب الله,2
أولى ببعض في كتاب الله,2
بعضهم أولى ببعض في كتاب,2
بعضهم أولى ببعض في,2
الأرحام بعضهم أولى ببعض,2
وأولو الأرحام بعضهم أولى,2
أولى ببعض في كتاب,2
ببعض في كتاب الله,2
الأرحام بعضهم أولى ببعض في,2
وأولو الأرحام بعضهم أولى ببعض,2
عاهدتم من المشركين,2
الذين عاهدتم من المشركين,2
الله وبشر,2
إلى الناس,2
الناس يوم,2
إن الله يحب المتقين,2
فإن تابوا,2
فإن تابوا وأقاموا,2
تابوا وأقاموا,2
أنكم غير معجزي الله,2
غير معجزي الله,2
من الله ورسوله إلى,2
الله ورسوله إلى,2
ورسوله إلى,2
أنكم غير,2
غير معجزي,2
أنكم غير معجزي,2
معجزي الله,2
ببعض في كتاب,2
أولى ببعض في,2
الله والذين آووا ونصروا,2
سبيل الله والذين آووا,2
آووا ونصروا أولئك,2
والذين آووا ونصروا أولئك,2
في سبيل الله والذين آووا,2
الله والذين آووا ونصروا أولئك,2
سبيل الله والذين آووا ونصروا,2
والذين آووا ونصروا,2
الله والذين آووا,2
آمنوا وهاجروا وجاهدوا,2
الذين آمنوا وهاجروا,2
آمنوا وهاجروا,2
الذين آمنوا وهاجروا وجاهدوا,2
والذين آووا,2
ونصروا أولئك,2
آووا ونصروا,2
في سبيل الله والذين آووا ونصروا,2
سبيل الله والذين آووا ونصروا أولئك,2
أولى ببعض,2
بعضهم أولى,2
الأرحام بعضهم,2
ببعض في,2
وأولو الأرحام بعضهم,2
بعضهم أولى ببعض,2
الأرحام بعضهم أولى,2
وأولو الأرحام,2
آمنوا وهاجروا وجاهدوا في سبيل الله,2
وهاجروا وجاهدوا في,2
بعض إلا,2
في سبيل الله والذين آووا ونصروا أولئك,2
آمنوا وهاجروا وجاهدوا في,2
وهاجروا وجاهدوا في سبيل,2
وهاجروا وجاهدوا في سبيل الله,2
آمنوا وهاجروا وجاهدوا في سبيل,2
أنفسهم وهم كافرون,2
الدنيا وتزهق أنفسهم وهم,2
فيها أبدا ذلك,2
أبدا ذلك,2
الله في رحمته,2
أبدا ذلك الفوز,2
خالدين فيها أبدا ذلك,2
الأنهار خالدين فيها أبدا ذلك,2
أبدا ذلك الفوز العظيم,2
فيها أبدا ذلك الفوز,2
ومن الأعراب من,2
الأعراب من,2
يحلفون لكم,2
ثم تردون إلى عالم الغيب والشهادة فينبئكم بما كنتم تعملون,2
تردون إلى عالم الغيب والشهادة فينبئكم بما كنتم تعملون,2
عليهم دائرة,2
دائرة السوء,2
ومن الأعراب,2
عليهم دائرة السوء,2
خالدين فيها أبدا ذلك الفوز,2
فيها أبدا ذلك الفوز العظيم,2
يتوب عليهم إن الله,2
عليهم إن الله,2
يتوب عليهم إن,2
يقبل التوبة,2
التوبة عن,2
يقبل التوبة عن,2
عن عباده,2
مرتين ثم,2
أهل المدينة,2
خالدين فيها أبدا ذلك الفوز العظيم,2
الأنهار خالدين فيها أبدا ذلك الفوز,2
تحتها الأنهار خالدين فيها أبدا ذلك,2
تحتها الأنهار خالدين فيها أبدا ذلك الفوز,2
الأنهار خالدين فيها أبدا ذلك الفوز العظيم,2
حولكم من,2
تحتها الأنهار خالدين فيها أبدا ذلك الفوز العظيم,2
ثم تردون إلى عالم الغيب والشهادة فينبئكم بما كنتم,2
تردون إلى عالم الغيب والشهادة فينبئكم بما كنتم,2
تجري من تحتها الأنهار خالدين فيها ذلك,2
من تحتها الأنهار خالدين فيها ذلك,2
تحتها الأنهار خالدين فيها ذلك,2
جنات تجري من تحتها الأنهار خالدين فيها ذلك,2
لله ورسوله,2
إنما السبيل,2
ولا على الذين,2
الذين لا يجدون,2
الأنهار خالدين فيها ذلك,2
خالدين فيها ذلك,2
بأن يكونوا مع الخوالف,2
رضوا بأن يكونوا مع,2
مع الخوالف وطبع,2
يكونوا مع الخوالف وطبع,2
رضوا بأن يكونوا مع الخوالف,2
رضوا بأن يكونوا مع الخوالف وطبع,2
بأن يكونوا مع الخوالف وطبع,2
السبيل على,2
إنما السبيل على,2
ثم تردون إلى عالم الغيب والشهادة,2
تردون إلى عالم الغيب والشهادة,2
ثم تردون إلى عالم الغيب,2
تردون إلى عالم الغيب والشهادة فينبئكم,2
ثم تردون إلى عالم الغيب والشهادة فينبئكم,2
ثم تردون إلى عالم الغيب والشهادة فينبئكم بما,2
تردون إلى عالم الغيب والشهادة فينبئكم بما,2
تردون إلى عالم الغيب,2
ثم تردون إلى عالم,2
الذين يستأذنونك,2
إنما السبيل على الذين,2
السبيل على الذين,2
ثم تردون,2
تردون إلى,2
تردون إلى عالم,2
ثم تردون إلى,2
التوبة عن عباده,2
يقبل التوبة عن عباده,2
وإذا ما أنزلت,2
ما أنزلت,2
نفر من,2
ما أنزلت سورة,2
وإذا ما أنزلت سورة,2
تولوا فقل,2
حسبي الله,2
عليه ما,2
صغيرة ولا كبيرة,2
ولا كبيرة,2
ليجزيهم الله,2
إلا كتب لهم,2
كتب لهم,2
ليجزيهم الله أحسن,2
الله أحسن ما,2
صغيرة ولا,2
ليجزيهم الله أحسن ما,2
فإن تولوا فقل,2
هو عليه,2
صدق عند,2
أن أنذر,2
تلك آيات الكتاب الحكيم,2
الذين آمنوا أن,2
ما من,2
والذين كفروا لهم,2
كفروا لهم,2
آيات الكتاب الحكيم,2
الكتاب الحكيم,2
إله إلا هو عليه,2
هو عليه توكلت,2
إلا هو عليه,2
إلا هو عليه توكلت,2
لا إله إلا هو عليه,2
لا إله إلا هو عليه توكلت,2
إله إلا هو عليه توكلت,2
إلا كتب,2
رسول الله ولا,2
خير أم من,2
من الله ورضوان,2
الله ورضوان,2
ومن أوفى,2
وذلك هو,2
وذلك هو الفوز العظيم,2
وذلك هو الفوز,2
فيه أبدا,2
يحبون أن,2
الله هو التواب الرحيم,2
الله هو التواب,2
أن الله هو,2
يشهد إنهم,2
والله يشهد إنهم,2
والله يشهد إنهم لكاذبون,2
يشهد إنهم لكاذبون,2
وعدا عليه,2
عليه حقا,2
له ملك السماوات والأرض يحيي ويميت,2
ملك السماوات والأرض يحيي ويميت,2
له ملك السماوات والأرض يحيي,2
الذين اتبعوه,2
تاب عليهم,2
نصب ولا,2
ثم تاب عليهم,2
السماوات والأرض يحيي ويميت,2
ملك السماوات والأرض يحيي,2
منه إن,2
أنهم أصحاب,2
وعدا عليه حقا,2
إياه فلما,2
والأرض يحيي,2
والأرض يحيي ويميت,2
السماوات والأرض يحيي,2
يكونوا مع الخوالف,2
بأن يكونوا مع,2
المؤمنين والمؤمنات جنات,2
والمؤمنات جنات,2
قبلهم قوم نوح وعاد وثمود,2
والمؤمنات جنات تجري,2
المؤمنين والمؤمنات جنات تجري,2
والمؤمنات جنات تجري من تحتها,2
المؤمنين والمؤمنات جنات تجري من,2
والمؤمنات جنات تجري من,2
وقوم إبراهيم,2
وأصحاب مدين,2
بالبينات فما كان الله ليظلمهم ولكن كانوا أنفسهم,2
رسلهم بالبينات فما كان الله ليظلمهم ولكن كانوا,2
فما كان الله ليظلمهم ولكن كانوا أنفسهم,2
فما كان الله ليظلمهم ولكن كانوا أنفسهم يظلمون,2
رسلهم بالبينات فما كان الله ليظلمهم ولكن كانوا أنفسهم,2
رسلهم بالبينات فما كان الله ليظلمهم ولكن كانوا أنفسهم يظلمون,2
بالبينات فما كان الله ليظلمهم ولكن كانوا أنفسهم يظلمون,2
المؤمنين والمؤمنات جنات تجري من تحتها,2
والمؤمنات جنات تجري من تحتها الأنهار,2
أيها النبي جاهد,2
عليهم ومأواهم,2
واغلظ عليهم,2
النبي جاهد الكفار,2
جاهد الكفار والمنافقين,2
والمنافقين واغلظ عليهم,2
الكفار والمنافقين واغلظ,2
والمنافقين واغلظ,2
الكفار والمنافقين,2
المؤمنين والمؤمنات جنات تجري من تحتها الأنهار خالدين,2
والمؤمنات جنات تجري من تحتها الأنهار خالدين,2
المؤمنين والمؤمنات جنات تجري من تحتها الأنهار,2
والمؤمنات جنات تجري من تحتها الأنهار خالدين فيها,2
المؤمنين والمؤمنات جنات تجري من تحتها الأنهار خالدين فيها,2
جاهد الكفار,2
النبي جاهد,2
بالبينات فما كان الله ليظلمهم ولكن كانوا,2
رسلهم بالبينات فما كان الله ليظلمهم ولكن,2
قلوبهم قل,2
له نار جهنم,2
له نار,2
في قلوبهم قل,2
كانوا مجرمين,2
بعض يأمرون,2
المنافقون والمنافقات,2
نسوا الله,2
بالله لكم,2
الذين يؤذون,2
هم منكم,2
الدنيا وتزهق أنفسهم وهم كافرون,2
وتزهق أنفسهم وهم كافرون,2
في الصدقات,2
منكم والذين,2
والذين يؤذون,2
آمنوا منكم والذين,2
الله المنافقين,2
الله المنافقين والمنافقات,2
بالبينات فما كان الله ليظلمهم,2
رسلهم بالبينات فما كان الله,2
فما كان الله ليظلمهم,2
فما كان الله ليظلمهم ولكن,2
رسلهم بالبينات فما كان الله ليظلمهم,2
فما كان الله ليظلمهم ولكن كانوا,2
بالبينات فما كان الله ليظلمهم ولكن,2
بالبينات فما كان الله,2
رسلهم بالبينات فما كان,2
قوة وأكثر,2
كانوا أشد,2
أموالا وأولادا,2
نبأ الذين,2
وثمود وقوم,2
فما كان الله,2
بالبينات فما كان,2
واغلظ عليهم ومأواهم,2
عليهم ومأواهم جهنم,2
ورسوله من,2
لم ينالوا,2
وما نقموا,2
الله ورسوله من,2
يوم يلقونه,2
ألم يعلموا أن الله,2
ألم يعلموا أن,2
سرهم ونجواهم,2
يا أيها النبي جاهد الكفار والمنافقين واغلظ عليهم ومأواهم جهنم وبئس المصير,2
أيها النبي جاهد الكفار والمنافقين واغلظ عليهم ومأواهم جهنم وبئس المصير,2
جاهد الكفار والمنافقين واغلظ عليهم ومأواهم جهنم وبئس المصير,2
النبي جاهد الكفار والمنافقين واغلظ عليهم ومأواهم جهنم وبئس,2
أيها النبي جاهد الكفار والمنافقين واغلظ عليهم ومأواهم جهنم,2
يا أيها النبي جاهد الكفار والمنافقين واغلظ عليهم ومأواهم جهنم,2
أيها النبي جاهد الكفار والمنافقين واغلظ عليهم ومأواهم جهنم وبئس,2
يا أيها النبي جاهد الكفار والمنافقين واغلظ عليهم ومأواهم جهنم وبئس,2
النبي جاهد الكفار والمنافقين واغلظ عليهم ومأواهم جهنم وبئس المصير,2
الله منهم,2
ورسوله والله,2
بأن يكونوا,2
رضوا بأن,2
على قلوبهم فهم لا يفقهون,2
يكونوا مع,2
مع الخوالف,2
رضوا بأن يكونوا,2
الخوالف وطبع,2
قلوبهم فهم لا يفقهون,2
فهم لا يفقهون,2
فلن يغفر الله لهم,2
فلن يغفر الله,2
فلن يغفر,2
بأنهم كفروا,2
كفروا بالله ورسوله,2
جزاء بما كانوا يكسبون,2
الله وكرهوا,2
يا أيها النبي جاهد الكفار والمنافقين واغلظ عليهم ومأواهم,2
الكفار والمنافقين واغلظ عليهم ومأواهم جهنم وبئس المصير,2
النبي جاهد الكفار والمنافقين واغلظ,2
أيها النبي جاهد الكفار والمنافقين,2
يا أيها النبي جاهد الكفار,2
جاهد الكفار والمنافقين واغلظ عليهم,2
الكفار والمنافقين واغلظ عليهم ومأواهم,2
واغلظ عليهم ومأواهم جهنم وبئس,2
والمنافقين واغلظ عليهم ومأواهم جهنم,2
ومأواهم جهنم وبئس المصير,2
عليهم ومأواهم جهنم وبئس,2
النبي جاهد الكفار والمنافقين,2
أيها النبي جاهد الكفار,2
يا أيها النبي جاهد,2
جاهد الكفار والمنافقين واغلظ,2
الكفار والمنافقين واغلظ عليهم,2
واغلظ عليهم ومأواهم جهنم,2
والمنافقين واغلظ عليهم ومأواهم,2
عليهم ومأواهم جهنم وبئس المصير,2
يا أيها النبي جاهد الكفار والمنافقين,2
والمنافقين واغلظ عليهم ومأواهم جهنم وبئس المصير,2
الكفار والمنافقين واغلظ عليهم ومأواهم جهنم وبئس,2
جاهد الكفار والمنافقين واغلظ عليهم ومأواهم جهنم,2
يا أيها النبي جاهد الكفار والمنافقين واغلظ عليهم,2
أيها النبي جاهد الكفار والمنافقين واغلظ عليهم ومأواهم,2
جاهد الكفار والمنافقين واغلظ عليهم ومأواهم جهنم وبئس,2
النبي جاهد الكفار والمنافقين واغلظ عليهم ومأواهم جهنم,2
النبي جاهد الكفار والمنافقين واغلظ عليهم ومأواهم,2
أيها النبي جاهد الكفار والمنافقين واغلظ عليهم,2
جاهد الكفار والمنافقين واغلظ عليهم ومأواهم,2
النبي جاهد الكفار والمنافقين واغلظ عليهم,2
أيها النبي جاهد الكفار والمنافقين واغلظ,2
الكفار والمنافقين واغلظ عليهم ومأواهم جهنم,2
والمنافقين واغلظ عليهم ومأواهم جهنم وبئس,2
يا أيها النبي جاهد الكفار والمنافقين واغلظ,2
واغلظ عليهم ومأواهم جهنم وبئس المصير,2
الله الذي خلق السماوات والأرض في ستة أيام ثم,2
ربكم الله الذي خلق السماوات والأرض في ستة أيام,2
منهم ما كانوا به,2
سخروا منهم ما كانوا,2
بالذين سخروا منهم ما,2
استهزئ برسل من قبلك فحاق,2
برسل من قبلك فحاق بالذين,2
فحاق بالذين سخروا منهم ما,2
قبلك فحاق بالذين سخروا منهم,2
من قبلك فحاق بالذين سخروا,2
فحاق بالذين سخروا منهم,2
قبلك فحاق بالذين سخروا,2
فحاق بالذين سخروا,2
قبلك فحاق بالذين,2
من قبلك فحاق,2
بالذين سخروا منهم,2
سخروا منهم ما,2
من قبلك فحاق بالذين,2
برسل من قبلك فحاق,2
بالذين سخروا منهم ما كانوا,2
سخروا منهم ما كانوا به,2
برسل من قبلك فحاق بالذين سخروا منهم,2
استهزئ برسل من قبلك فحاق بالذين سخروا,2
ولقد استهزئ برسل من قبلك فحاق بالذين,2
من قبلك فحاق بالذين سخروا منهم ما,2
قبلك فحاق بالذين سخروا منهم ما كانوا,2
بالذين سخروا منهم ما كانوا به يستهزئون,2
فحاق بالذين سخروا منهم ما كانوا به,2
سخروا منهم ما كانوا به يستهزئون,2
بالذين سخروا منهم ما كانوا به,2
استهزئ برسل من قبلك فحاق بالذين,2
ولقد استهزئ برسل من قبلك فحاق,2
منهم ما كانوا به يستهزئون,2
برسل من قبلك فحاق بالذين سخروا,2
من قبلك فحاق بالذين سخروا منهم,2
فحاق بالذين سخروا منهم ما كانوا,2
قبلك فحاق بالذين سخروا منهم ما,2
سخروا منهم,2
بالذين سخروا,2
أهلكنا من قبلهم من قرن,2
من قبلهم من قرن,2
الأنهار تجري من,2
كم أهلكنا من قبلهم من قرن,2
يروا كم,2
ألم يروا كم أهلكنا,2
يروا كم أهلكنا,2
ألم يروا كم,2
الأنهار تجري,2
في الأرض ما,2
بالحق لما جاءهم,2
كذبوا بالحق لما,2
كذبوا بالحق,2
كذبوا بالحق لما جاءهم,2
أنباء ما كانوا,2
أنباء ما كانوا به يستهزئون,2
أنباء ما كانوا به,2
بعدهم قرنا,2
قرنا آخرين,2
وقالوا لولا أنزل عليه,2
وقالوا لولا أنزل,2
الذين كفروا إن هذا إلا سحر مبين,2
لقضي الأمر,2
ولو جعلناه,2
فحاق بالذين,2
قبلك فحاق,2
كفروا إن هذا إلا سحر مبين,2
الذين كفروا إن هذا إلا سحر,2
من بعدهم قرنا آخرين,2
بعدهم قرنا آخرين,2
من بعدهم قرنا,2
مكناهم في,2
مكناهم في الأرض,2
كفروا إن هذا إلا سحر,2
نزلنا عليك,2
ولقد استهزئ برسل من قبلك فحاق بالذين سخروا,2
استهزئ برسل من قبلك فحاق بالذين سخروا منهم,2
الفوز المبين,2
قل إني أخاف إن عصيت ربي عذاب يوم عظيم,2
قل إني أخاف إن عصيت ربي عذاب يوم,2
يومئذ فقد,2
فهو على,2
بضر فلا,2
يمسسك الله,2
وإن يمسسك,2
قل إني أخاف إن عصيت ربي عذاب,2
قل إني أخاف إن عصيت ربي,2
قل أغير,2
أول من,2
قل إني أمرت أن,2
قل أغير الله,2
قل إني أخاف,2
قل إني أخاف إن عصيت,2
قل إني أخاف إن,2
فلا كاشف,2
كاشف له,2
يمسسك الله بضر فلا,2
وإن يمسسك الله بضر,2
إلا هو وإن,2
الله بضر فلا كاشف,2
بضر فلا كاشف له,2
كاشف له إلا هو,2
فلا كاشف له إلا,2
له إلا هو,2
كاشف له إلا,2
وإن يمسسك الله,2
هو وإن,2
له إلا,2
يمسسك الله بضر,2
الله بضر فلا,2
فلا كاشف له,2
بضر فلا كاشف,2
إني أمرت أن,2
قل إني أمرت,2
برسل من قبلك فحاق بالذين سخروا منهم ما كانوا به,2
استهزئ برسل من قبلك فحاق بالذين سخروا منهم ما كانوا,2
ولقد استهزئ برسل من قبلك فحاق بالذين سخروا منهم ما,2
من قبلك فحاق بالذين سخروا منهم ما كانوا به يستهزئون,2
ولقد استهزئ برسل من قبلك فحاق بالذين سخروا منهم ما كانوا,2
برسل من قبلك فحاق بالذين سخروا منهم ما كانوا به يستهزئون,2
استهزئ برسل من قبلك فحاق بالذين سخروا منهم ما كانوا به,2
قبلك فحاق بالذين سخروا منهم ما كانوا به يستهزئون,2
من قبلك فحاق بالذين سخروا منهم ما كانوا به,2
قبلك فحاق بالذين سخروا منهم ما كانوا به,2
من قبلك فحاق بالذين سخروا منهم ما كانوا,2
برسل من قبلك فحاق بالذين سخروا منهم ما,2
فحاق بالذين سخروا منهم ما كانوا به يستهزئون,2
ولقد استهزئ برسل من قبلك فحاق بالذين سخروا منهم,2
برسل من قبلك فحاق بالذين سخروا منهم ما كانوا,2
استهزئ برسل من قبلك فحاق بالذين سخروا منهم ما,2
ولقد استهزئ برسل من قبلك فحاق بالذين سخروا منهم ما كانوا به,2
استهزئ برسل من قبلك فحاق بالذين سخروا منهم ما كانوا به يستهزئون,2
خسروا أنفسهم فهم لا يؤمنون,2
الذين خسروا أنفسهم فهم لا,2
أنفسهم فهم لا يؤمنون,2
الذين خسروا أنفسهم فهم لا يؤمنون,2
وله ما,2
إني أمرت,2
أكون أول,2
خسروا أنفسهم فهم لا,2
الذين خسروا أنفسهم فهم,2
نفسه الرحمة,2
في الأرض ثم,2
